locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Kraków Podgórze,ul. Marii i Bolesława Wysłouchów,2,52,720000,13846,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-marii-i-boleslawa-wyslouchow-2-pokojowe-x5o4j7,https://s2.adresowa.pl/oi/53/4c/381734_8e6e_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-ul-marii-i-boleslawa-wyslouchow.webp
Kraków Krowodrza,ul. Juliusza Lea,1,32,681870,21308,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-juliusza-lea-1-pokoj-o0s7b3,https://s2.adresowa.pl/oi/6c/10/380b0e_e3df_cover@2x-1-pokojowe-mieszkanie-krakow-krowodrza-ul-juliusza-lea.webp
Kraków,Podgórze Duchackie,3,76,952341,12531,Pośrednik,,4,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-3-pokojowe-76-m2-y3a4u1,https://s2.adresowa.pl/oi/51/77/39cd3a_69e5_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-duchackie.webp
Kraków,Kraków,3,49,599000,12224,Pośrednik,,4,https://adresowo.pl/o/mieszkanie-krakow-3-pokojowe-49-m2-f0s4e4,https://s2.adresowa.pl/oi/76/2c/39cc14_292a_cover@2x-3-pokojowe-mieszkanie-krakow.webp
Kraków Podgórze,ul. Stanisława Smolki,2,55,850000,15455,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-stanislawa-smolki-2-pokojowe-n9b4k9,https://s2.adresowa.pl/oi/57/1b/37ec30_4416_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-ul-stanislawa-smolki.webp
Kraków Śródmieście,ul. Rydlówka,3,63,1070000,16984,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-rydlowka-3-pokojowe-t9m8v4,https://s2.adresowa.pl/oi/7b/48/37c61c_7873_cover@2x-3-pokojowe-mieszkanie-krakow-srodmiescie-ul-rydlowka.webp
Kraków Prądnik Czerwony,ul. Kwartowa,2,52,795000,15288,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-kwartowa-2-pokojowe-w6u7r0,https://s2.adresowa.pl/oi/17/23/37afba_4830_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-kwartowa.webp
Kraków Bieżanów,ul. Henryka i Karola Czeczów,2,40,540000,13500,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow-2-pokojowe-i8x2n8,https://s2.adresowa.pl/oi/3d/10/39cb34_4c65_cover@2x-2-pokojowe-mieszkanie-krakow-biezanow-ul-henryka-i-karola-czeczow.webp
Kraków Bronowice,ul. Bronowicka,2,36,543000,15083,Pośrednik,,6,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-bronowicka-2-pokojowe-d6t1e0,https://s2.adresowa.pl/oi/5c/26/39bf04_b604_cover@2x-2-pokojowe-mieszkanie-krakow-bronowice-ul-bronowicka.webp
Kraków Stare Miasto,ul. Krowoderska,1,16,322000,20125,bez pośredników,,1,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-krowoderska-1-pokoj-y5p9v3,https://s2.adresowa.pl/oi/15/63/37a190_cd2a_cover@2x-1-pokojowe-mieszkanie-krakow-stare-miasto-ul-krowoderska.webp
Kraków Krowodrza,al. Juliusza Słowackiego,1,27,474000,17556,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-al-juliusza-slowackiego-1-pokoj-f9s7n7,https://s2.adresowa.pl/oi/7c/5b/37939a_fbff_cover@2x-1-pokojowe-mieszkanie-krakow-krowodrza-al-juliusza-slowackiego.webp
Kraków Podgórze,ul. Janowa Wola,2,53,879000,16585,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-janowa-wola-2-pokojowe-q5e9m3,https://s2.adresowa.pl/oi/7e/1c/378a60_510d_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-ul-janowa-wola.webp
Kraków,ul. Edwarda Szymańskiego,3,44,546595,12423,Pośrednik,,3,https://adresowo.pl/o/mieszkanie-krakow-ul-edwarda-szymanskiego-3-pokojowe-y7n5e8,https://s2.adresowa.pl/oi/44/39/39bd82_8607_cover@2x-3-pokojowe-mieszkanie-krakow-ul-edwarda-szymanskiego.webp
Kraków Krowodrza,ul. gen. Augusta Fieldorfa-Nila,3,58,875000,15086,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-gen-augusta-fieldorfa-nila-3-pokojowe-s2l2h8,https://s2.adresowa.pl/oi/5a/5b/39ae60_3e8d_cover@2x-3-pokojowe-mieszkanie-krakow-krowodrza-ul-gen-augusta-fieldorfa-nila.webp
Kraków,Podgórze Duchackie,3,62,780000,12581,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-3-pokojowe-62-m2-f1y7k2,https://s2.adresowa.pl/oi/5c/16/378288_9452_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-duchackie.webp
Kraków Śródmieście,ul. Edmunda Biernackiego,2,84,1300000,15476,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-edmunda-biernackiego-2-pokojowe-v7i1c0,https://s2.adresowa.pl/oi/66/20/3773c8_e5fe_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-edmunda-biernackiego.webp
Kraków Dębniki,ul. dr. Jana Piltza,3,76,1190000,15658,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-dr-jana-piltza-3-pokojowe-h1m6g6,https://s2.adresowa.pl/oi/1e/51/376e7e_c95d_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-dr-jana-piltza.webp
Kraków Dębniki,ul. Twardowskiego,2,73,930000,12740,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-twardowskiego-2-pokojowe-t3h5d4,https://s2.adresowa.pl/oi/69/33/39a750_8bc5_cover@2x-2-pokojowe-mieszkanie-krakow-debniki-ul-twardowskiego.webp
Kraków Prądnik Czerwony,ul. Ignacego Grabczaka,3,49,895000,18265,Pośrednik,,20,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-ignacego-grabczaka-3-pokojowe-r1v8d7,https://s2.adresowa.pl/oi/2a/76/3997fa_5d01_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-ignacego-grabczaka.webp
Kraków Krowodrza,ul. Juliusza Lea,4,61,1300000,21311,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-juliusza-lea-4-pokojowe-z7a4r7,https://s2.adresowa.pl/oi/3a/6a/376e00_c395_cover@2x-4-pokojowe-mieszkanie-krakow-krowodrza-ul-juliusza-lea.webp
Kraków Bieżanów,ul. Bieżanowska,1,16,239000,14938,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-biezanow-ul-biezanowska-1-pokoj-h1m7t6,https://s2.adresowa.pl/oi/31/7f/373f16_4936_cover@2x-1-pokojowe-mieszkanie-krakow-biezanow-ul-biezanowska.webp
Kraków Nowa Huta,os. Willowe,3,47,1000000,21277,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-willowe-3-pokojowe-q4v8q5,https://s2.adresowa.pl/oi/31/59/373e9a_7035_cover@2x-3-pokojowe-mieszkanie-krakow-nowa-huta-os-willowe.webp
Kraków Stare Miasto,ul. Krowoderska,2,58,929000,16017,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-krowoderska-2-pokojowe-w5p3t8,https://s2.adresowa.pl/oi/41/7c/399474_e270_cover@2x-2-pokojowe-mieszkanie-krakow-stare-miasto-ul-krowoderska.webp
Kraków,ul. Klementyny Hoffmanowej,3,76,1428000,18789,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-ul-klementyny-hoffmanowej-3-pokojowe-m5r8v4,https://s2.adresowa.pl/oi/12/47/397d00_cded_cover@2x-3-pokojowe-mieszkanie-krakow-ul-klementyny-hoffmanowej.webp
Kraków Dębniki,ul. Zakrzowiecka,4,118,2250000,19068,bez pośredników,,39,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-zakrzowiecka-4-pokojowe-y4n5f9,https://s2.adresowa.pl/oi/75/4a/373614_a2a1_cover@2x-4-pokojowe-mieszkanie-krakow-debniki-ul-zakrzowiecka.webp
Kraków Wzgórza Krzesławickie,ul. Niebyła,3,70,890000,12714,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-wzgorza-krzeslawickie-ul-niebyla-3-pokojowe-h4d0n2,https://s2.adresowa.pl/oi/2a/63/3713f2_8049_cover@2x-3-pokojowe-mieszkanie-krakow-wzgorza-krzeslawickie-ul-niebyla.webp
Kraków Stare Miasto,ul. Szlak,2,57,1349000,23667,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-szlak-2-pokojowe-n9c7g3,https://s2.adresowa.pl/oi/7d/5c/36ecae_9ca0_cover@2x-2-pokojowe-mieszkanie-krakow-stare-miasto-ul-szlak.webp
Kraków,Kraków,2,63,819000,13000,Pośrednik,,14,https://adresowo.pl/o/mieszkanie-krakow-2-pokojowe-63-m2-s5s2s9,https://s2.adresowa.pl/oi/75/1c/397590_f2d9_cover@2x-2-pokojowe-mieszkanie-krakow.webp
Kraków Dębniki,ul. Borkowska,4,65,960000,14769,Pośrednik,,23,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-borkowska-4-pokojowe-f3c9p6,https://s2.adresowa.pl/oi/21/2f/395e30_a7bb_cover@2x-4-pokojowe-mieszkanie-krakow-debniki-ul-borkowska.webp
Kraków Dębniki,ul. dr. Jana Piltza,3,73,1330000,18219,bez pośredników,,14,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-dr-jana-piltza-3-pokojowe-n8t2h9,https://s2.adresowa.pl/oi/63/3c/36c664_7146_cover@2x-3-pokojowe-mieszkanie-krakow-debniki-ul-dr-jana-piltza.webp
Kraków Prądnik Biały,ul. Kluczborska,2,47,980000,20851,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-kluczborska-2-pokojowe-z5y7m8,https://s2.adresowa.pl/oi/2a/5f/36c492_fee5_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-kluczborska.webp
Kraków Czyżyny,ul. Sołtysowska,2,49,820000,16735,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-soltysowska-2-pokojowe-p2a6y4,https://s2.adresowa.pl/oi/69/36/36bea4_2c77_cover@2x-2-pokojowe-mieszkanie-krakow-czyzyny-ul-soltysowska.webp
Kraków,ul. Krowoderska,3,72,2200000,30556,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-ul-krowoderska-3-pokojowe-r6a3c7,https://s2.adresowa.pl/oi/2f/6b/395c86_3987_cover@2x-3-pokojowe-mieszkanie-krakow-ul-krowoderska.webp
Kraków Czyżyny,ul. Sołtysowska,2,48,750000,15625,Pośrednik,,17,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-ul-soltysowska-2-pokojowe-z9l7z4,https://s2.adresowa.pl/oi/6b/64/395138_87c9_cover@2x-2-pokojowe-mieszkanie-krakow-czyzyny-ul-soltysowska.webp
Kraków Prądnik Biały,ul. Pękowicka,2,49,895000,18265,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-pekowicka-2-pokojowe-j6q6a0,https://s2.adresowa.pl/oi/26/6b/36bc64_9a25_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-pekowicka.webp
Kraków Podgórze,ul. Orawska,4,96,2500000,26042,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-orawska-4-pokojowe-v9z8f3,https://s2.adresowa.pl/oi/51/4f/368f66_494c_cover@2x-4-pokojowe-mieszkanie-krakow-podgorze-ul-orawska.webp
Kraków,ul. Piaskowa,1,27,629000,23296,bez pośredników,,7,https://adresowo.pl/o/mieszkanie-krakow-ul-piaskowa-1-pokoj-z2s7j6,https://s2.adresowa.pl/oi/7e/33/3650c8_769f_cover@2x-1-pokojowe-mieszkanie-krakow-ul-piaskowa.webp
Kraków Bronowice,ul. prof. Stefana Myczkowskiego,1,35,640000,18286,Pośrednik,,15,https://adresowo.pl/o/mieszkanie-krakow-bronowice-ul-prof-stefana-myczkowskiego-1-pokoj-f2y4a4,https://s2.adresowa.pl/oi/15/6e/3941ee_d046_cover@2x-1-pokojowe-mieszkanie-krakow-bronowice-ul-prof-stefana-myczkowskiego.webp
Kraków Krowodrza,ul. Kazimierza Wielkiego,1,19,429000,22579,Pośrednik,,21,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-kazimierza-wielkiego-1-pokoj-f9u6e7,https://s2.adresowa.pl/oi/10/5d/3941c4_b526_cover@2x-1-pokojowe-mieszkanie-krakow-krowodrza-ul-kazimierza-wielkiego.webp
Kraków,Kurdwanów,2,44,208000,4727,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-krakow-kurdwanow-2-pokojowe-44-m2-g0g6h4,https://s2.adresowa.pl/oi/2d/56/363cbe_4ea8_cover@2x-2-pokojowe-mieszkanie-krakow-kurdwanow.webp
Kraków Podgórze,ul. Zdunów,2,57,820000,14386,bez pośredników,,6,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-zdunow-2-pokojowe-j2e1s0,https://s2.adresowa.pl/oi/2e/54/362e32_773c_cover@2x-2-pokojowe-mieszkanie-krakow-podgorze-ul-zdunow.webp
Kraków Stare Miasto,ul. Długa,4,76,1340500,17638,bez pośredników,,11,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-dluga-4-pokojowe-v4b2w2,https://s2.adresowa.pl/oi/36/28/3627a8_f487_cover@2x-4-pokojowe-mieszkanie-krakow-stare-miasto-ul-dluga.webp
Kraków Dębniki,ul. Kobierzyńska,2,58,860000,14828,Pośrednik,,28,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-kobierzynska-2-pokojowe-u8y4u0,https://s2.adresowa.pl/oi/33/30/393daa_8297_cover@2x-2-pokojowe-mieszkanie-krakow-debniki-ul-kobierzynska.webp
Kraków Grzegórzki,ul. Prochowa,1,29,539000,18586,Pośrednik,,8,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-prochowa-1-pokoj-p6a5u6,https://s2.adresowa.pl/oi/52/73/393d0c_2755_cover@2x-1-pokojowe-mieszkanie-krakow-grzegorzki-ul-prochowa.webp
Kraków Prądnik Czerwony,ul. Strzelców,3,51,825000,16176,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-strzelcow-3-pokojowe-d0k6b6,https://s2.adresowa.pl/oi/42/62/3185fe_46e4_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-strzelcow.webp
Kraków Mistrzejowice,os. Oświecenia,3,64,748000,11688,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-oswiecenia-3-pokojowe-m5x8q9,https://s2.adresowa.pl/oi/28/13/35fac4_bc3c_cover@2x-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-oswiecenia.webp
Kraków Bronowice Wielkie,ul. Balicka,4,220,2569000,11677,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-bronowice-wielkie-ul-balicka-4-pokojowe-u7l3x2,https://s2.adresowa.pl/oi/3a/6e/35f7dc_c8f7_cover@2x-4-pokojowe-mieszkanie-krakow-bronowice-wielkie-ul-balicka.webp
Kraków Zwierzyniec,ul. Niezapominajek,2,51,1030000,20196,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-krakow-zwierzyniec-ul-niezapominajek-2-pokojowe-l3v1g1,https://s2.adresowa.pl/oi/11/4a/393946_8d3c_cover@2x-2-pokojowe-mieszkanie-krakow-zwierzyniec-ul-niezapominajek.webp
Kraków Krowodrza,al. Kijowska,4,68,1786000,26265,Pośrednik,,18,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-al-kijowska-4-pokojowe-u4x1i0,https://s2.adresowa.pl/oi/64/6c/3936ac_3615_cover@2x-4-pokojowe-mieszkanie-krakow-krowodrza-al-kijowska.webp
Kraków Prądnik Biały,ul. Krowoderskich Zuchów,3,54,760000,14074,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-krowoderskich-zuchow-3-pokojowe-t2m7c9,https://s2.adresowa.pl/oi/12/2b/35f34c_c473_cover@2x-3-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-krowoderskich-zuchow.webp
Kraków Prokocim,ul. Nad Potokiem,3,61,699000,11459,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-nad-potokiem-3-pokojowe-z8u6v4,https://s2.adresowa.pl/oi/16/21/35d502_78c2_cover@2x-3-pokojowe-mieszkanie-krakow-prokocim-ul-nad-potokiem.webp
Kraków Azory,ul. Marii Jaremy,1,25,450000,18000,bez pośredników,,3,https://adresowo.pl/o/mieszkanie-krakow-azory-ul-marii-jaremy-1-pokoj-l7u9n4,https://s2.adresowa.pl/oi/70/76/35a4a0_aa14_cover@2x-1-pokojowe-mieszkanie-krakow-azory-ul-marii-jaremy.webp
Kraków Mistrzejowice,os. Tysiąclecia,3,63,699000,11095,Pośrednik,,24,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-tysiaclecia-3-pokojowe-d2a8z3,https://s2.adresowa.pl/oi/6a/25/393550_3d24_cover@2x-3-pokojowe-mieszkanie-krakow-mistrzejowice-os-tysiaclecia.webp
Kraków Czyżyny,os. Dywizjonu 303,3,63,790000,12540,Pośrednik,,33,https://adresowo.pl/o/mieszkanie-krakow-czyzyny-os-dywizjonu-303-3-pokojowe-n9s7g3,https://s2.adresowa.pl/oi/77/2d/393110_633c_cover@2x-3-pokojowe-mieszkanie-krakow-czyzyny-os-dywizjonu-303.webp
Kraków Grzegórzki,ul. Stanisława Moniuszki,5,143,1900000,13287,bez pośredników,,16,https://adresowo.pl/o/mieszkanie-krakow-grzegorzki-ul-stanislawa-moniuszki-5-pokojowe-g1z8c1,https://s2.adresowa.pl/oi/3e/43/35a3d8_f75e_cover@2x-5-pokojowe-mieszkanie-krakow-grzegorzki-ul-stanislawa-moniuszki.webp
Kraków Podgórze,ul. Stanisława Mitery,3,59,920000,15593,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-podgorze-ul-stanislawa-mitery-3-pokojowe-n9p5c3,https://s2.adresowa.pl/oi/17/4d/356c90_dc43_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-ul-stanislawa-mitery.webp
Kraków Krowodrza,ul. Gabrieli Zapolskiej,5,189,2835000,15000,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-gabrieli-zapolskiej-5-pokojowe-h4k9h1,https://s2.adresowa.pl/oi/4e/29/355f18_fbaa_cover@2x-5-pokojowe-mieszkanie-krakow-krowodrza-ul-gabrieli-zapolskiej.webp
Kraków Bieńczyce,os. Kalinowe,3,47,699000,14872,Pośrednik,,16,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-os-kalinowe-3-pokojowe-y2p8l3,https://s2.adresowa.pl/oi/55/78/3926aa_e823_cover@2x-3-pokojowe-mieszkanie-krakow-bienczyce-os-kalinowe.webp
Kraków,ul. Facimiech,2,38,625000,16447,Pośrednik,,11,https://adresowo.pl/o/mieszkanie-krakow-ul-facimiech-2-pokojowe-k4q1o1,https://s2.adresowa.pl/oi/67/35/3925e8_90f6_cover@2x-2-pokojowe-mieszkanie-krakow-ul-facimiech.webp
Kraków Krowodrza,ul. ks. Kazimierza Siemaszki,2,43,558000,12977,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-ks-kazimierza-siemaszki-2-pokojowe-a9x3w1,https://s2.adresowa.pl/oi/74/22/353d7e_a89e_cover@2x-2-pokojowe-mieszkanie-krakow-krowodrza-ul-ks-kazimierza-siemaszki.webp
Kraków Śródmieście,os. Akademickie,4,98,1112000,11347,bez pośredników,,20,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-os-akademickie-4-pokojowe-i9l0c2,https://s2.adresowa.pl/oi/63/61/353242_5f07_cover@2x-4-pokojowe-mieszkanie-krakow-srodmiescie-os-akademickie.webp
Kraków Prądnik Biały,ul. ks. Józefa Meiera,2,60,844000,14067,bez pośredników,,12,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-ks-jozefa-meiera-2-pokojowe-g7b4g4,https://s2.adresowa.pl/oi/37/46/352fd8_4775_cover@2x-2-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-ks-jozefa-meiera.webp
Kraków Nowa Huta,os. Willowe,1,33,425000,12879,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-krakow-nowa-huta-os-willowe-1-pokoj-m8v0g0,https://s2.adresowa.pl/oi/45/34/391e10_57e2_cover@2x-1-pokojowe-mieszkanie-krakow-nowa-huta-os-willowe.webp
Kraków Ruczaj,ul. Obozowa,3,57,795000,13947,Pośrednik,,21,https://adresowo.pl/o/mieszkanie-krakow-ruczaj-ul-obozowa-3-pokojowe-f7y3z7,https://s2.adresowa.pl/oi/2e/56/391b3c_6e36_cover@2x-3-pokojowe-mieszkanie-krakow-ruczaj-ul-obozowa.webp
Kraków Podgórze Duchackie,ul. Włoska,3,62,639000,10306,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-podgorze-duchackie-ul-wloska-3-pokojowe-q1m0c1,https://s2.adresowa.pl/oi/4d/3e/352b8c_b344_cover@2x-3-pokojowe-mieszkanie-krakow-podgorze-duchackie-ul-wloska.webp
Kraków,Bieńczyce,2,50,585000,11700,bez pośredników,,8,https://adresowo.pl/o/mieszkanie-krakow-bienczyce-2-pokojowe-50-m2-w0l7r1,https://s2.adresowa.pl/oi/23/42/352612_3ab8_cover@2x-2-pokojowe-mieszkanie-krakow-bienczyce.webp
Kraków Prądnik Biały,ul. Adama Vetulaniego,4,56,1050000,18750,bez pośredników,,9,https://adresowo.pl/o/mieszkanie-krakow-pradnik-bialy-ul-adama-vetulaniego-4-pokojowe-o4s3e5,https://s2.adresowa.pl/oi/16/22/35250a_8ffb_cover@2x-4-pokojowe-mieszkanie-krakow-pradnik-bialy-ul-adama-vetulaniego.webp
Kraków Ugorek,ul. Ułanów,2,37,821000,22189,Pośrednik,,13,https://adresowo.pl/o/mieszkanie-krakow-ugorek-ul-ulanow-2-pokojowe-e8g9q8,https://s2.adresowa.pl/oi/64/29/38ff46_fd54_cover@2x-2-pokojowe-mieszkanie-krakow-ugorek-ul-ulanow.webp
Kraków Mistrzejowice,os. Piastów,1,33,550000,16667,Pośrednik,,28,https://adresowo.pl/o/mieszkanie-krakow-mistrzejowice-os-piastow-1-pokoj-u1v3j4,https://s2.adresowa.pl/oi/74/18/38f2e2_fd8d_cover@2x-1-pokojowe-mieszkanie-krakow-mistrzejowice-os-piastow.webp
Kraków Krowodrza,ul. Wrocławska,2,40,679000,16975,bez pośredników,,10,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-wroclawska-2-pokojowe-w0d1x0,https://s2.adresowa.pl/oi/42/21/351cb6_ff64_cover@2x-2-pokojowe-mieszkanie-krakow-krowodrza-ul-wroclawska.webp
Kraków Śródmieście,al. płk. Władysława Beliny-Prażmowskiego,2,43,775000,18023,bez pośredników,,18,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-al-plk-wladyslawa-beliny-prazmowskiego-2-pokojowe-b5s9y8,https://s2.adresowa.pl/oi/7e/63/3503d4_b998_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie-al-plk-wladyslawa-beliny-prazmowskiego.webp
Kraków Stare Miasto,ul. Marii Skłodowskiej-Curie,3,44,1490000,33864,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-krakow-stare-miasto-ul-marii-sklodowskiej-curie-3-pokojowe-r6p8k5,https://s2.adresowa.pl/oi/1f/47/34fcd0_6e4b_cover@2x-3-pokojowe-mieszkanie-krakow-stare-miasto-ul-marii-sklodowskiej-curie.webp
Kraków Zabłocie,ul. Pana Tadeusza,2,40,691030,17276,Pośrednik,,2,https://adresowo.pl/o/mieszkanie-krakow-zablocie-ul-pana-tadeusza-2-pokojowe-j3o0x4,https://s2.adresowa.pl/oi/35/6e/38f022_ab6a_cover@2x-2-pokojowe-mieszkanie-krakow-zablocie-ul-pana-tadeusza.webp
Kraków Łagiewniki-Borek Fałęcki,"ul. Armii ""Kraków""",3,51,783000,15353,Pośrednik,,25,https://adresowo.pl/o/mieszkanie-krakow-lagiewniki-borek-falecki-ul-armii-krakow-3-pokojowe-s1p2d2,https://s2.adresowa.pl/oi/69/75/38e462_74f5_cover@2x-3-pokojowe-mieszkanie-krakow-lagiewniki-borek-falecki-ul-armii-krakow-.webp
Kraków Dębniki,ul. Barska,1,28,850000,30357,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-barska-1-pokoj-m3c2q9,https://s2.adresowa.pl/oi/56/34/34fb36_bf94_cover@2x-1-pokojowe-mieszkanie-krakow-debniki-ul-barska.webp
Kraków Dębniki,ul. Kobierzyńska,1,23,450000,19565,bez pośredników,,15,https://adresowo.pl/o/mieszkanie-krakow-debniki-ul-kobierzynska-1-pokoj-k4l9q8,https://s2.adresowa.pl/oi/54/4b/34c8de_efe7_cover@2x-1-pokojowe-mieszkanie-krakow-debniki-ul-kobierzynska.webp
Kraków Śródmieście,ul. św. Sebastiana,2,51,1836000,36000,bez pośredników,,19,https://adresowo.pl/o/mieszkanie-krakow-srodmiescie-ul-sw-sebastiana-2-pokojowe-x6o2p6,https://s2.adresowa.pl/oi/23/3d/34ba22_e0c4_cover@2x-2-pokojowe-mieszkanie-krakow-srodmiescie-ul-sw-sebastiana.webp
Kraków Prądnik Czerwony,ul. Jana Sabały,1,27,410152,15191,Pośrednik,,31,https://adresowo.pl/o/mieszkanie-krakow-pradnik-czerwony-ul-jana-sabaly-1-pokoj-y5d4x0,https://s2.adresowa.pl/oi/13/7a/38dd4e_6aff_cover@2x-1-pokojowe-mieszkanie-krakow-pradnik-czerwony-ul-jana-sabaly.webp
Kraków,ul. św. Kingi,1,30,530000,17667,Pośrednik,,19,https://adresowo.pl/o/mieszkanie-krakow-ul-sw-kingi-1-pokoj-p4t4j9,https://s2.adresowa.pl/oi/24/57/38d6e0_4dcc_cover@2x-1-pokojowe-mieszkanie-krakow-ul-sw-kingi.webp
Kraków Krowodrza,ul. Kazimierza Wielkiego,3,83,1899000,22880,bez pośredników,,17,https://adresowo.pl/o/mieszkanie-krakow-krowodrza-ul-kazimierza-wielkiego-3-pokojowe-j3k0s1,https://s2.adresowa.pl/oi/70/3c/34b464_77a6_cover@2x-3-pokojowe-mieszkanie-krakow-krowodrza-ul-kazimierza-wielkiego.webp
Kraków Prokocim,ul. Leonida Teligi,3,56,829000,14804,bez pośredników,,23,https://adresowo.pl/o/mieszkanie-krakow-prokocim-ul-leonida-teligi-3-pokojowe-k9i7u3,https://s2.adresowa.pl/oi/1e/37/348a02_731b_cover@2x-3-pokojowe-mieszkanie-krakow-prokocim-ul-leonida-teligi.webp
